ORTHOMCL	NCRA	CTHT	Pfam	CAZY	MEROPS
ORTHO_05104	1	1			
ORTHO_05105	1	1	Pkr1 (2)		
ORTHO_05106	1	1			
ORTHO_05107	1	1	p450 (2)		
ORTHO_05108	1	1	Mito_carr (6)		
ORTHO_05109	1	1			
ORTHO_05110	1	1	zf-C3HC4 (2); zf-rbx1 (2); zf-RING_2 (2); zf-RING_UBOX (1)		
ORTHO_05111	1	1	CRAL_TRIO (2); CRAL_TRIO_N (2); CRAL_TRIO_2 (1)		
ORTHO_05112	1	1	tRNA-synt_2b (2); HGTP_anticodon (2); Maf (1)		
ORTHO_05113	1	1	ALAD (2)		
ORTHO_05114	1	1	Ribonuclease_3 (4); Dicer_dimer (2); Helicase_C (2); Ribonucleas_3_3 (1); ResIII (1); DEAD (1)		
ORTHO_05115	1	1			
ORTHO_05116	1	1	Lactamase_B (2); Lactamase_B_3 (2); Lactamase_B_6 (2); RMMBL (2); CPSF73-100_C (2); Beta-Casp (2)		
ORTHO_05117	1	1			
ORTHO_05118	1	1	RTP1_C2 (2); RTP1_C1 (2)		
ORTHO_05119	1	1			
ORTHO_05120	1	1			
ORTHO_05121	1	1	Pkinase (2); Pkinase_Tyr (2); Kdo (1); FHA (1)		
ORTHO_05122	1	1	ADK (4); AAA_17 (2); ADK_lid (2)		
ORTHO_05123	1	1	ELYS (2)		
ORTHO_05124	1	1	Actin (2)		
ORTHO_05125	1	1	Xpo1 (2); IBN_N (1)		
ORTHO_05126	1	1	Aldo_ket_red (2)		
ORTHO_05127	1	1	Coa1 (2); TIM21 (2)		
ORTHO_05128	1	1	Glyco_hydro_38 (2); Glyco_hydro_38C (2); Alpha-mann_mid (2)	GH38.hmm (2)	
ORTHO_05129	1	1			
ORTHO_05130	1	1	Cnd1 (2); Cnd1_N (2)		
ORTHO_05131	1	1	CFEM (2)		
ORTHO_05132	1	1			
ORTHO_05133	1	1			
ORTHO_05134	1	1			
ORTHO_05135	1	1			
ORTHO_05136	1	1	PX (2)		
ORTHO_05137	1	1			
ORTHO_05138	1	1			
ORTHO_05139	1	1			
ORTHO_05140	1	1	Peptidase_M16 (2); Peptidase_M16_C (2)		MER003448 (2); MER043985 (2); MER003885 (2); MER026957 (2); MER001229 (2); MER390687 (2); MER092828 (2); MER043998 (2); MER015090 (2); MER003543 (2)
ORTHO_05141	1	1	MS_channel (2)		
ORTHO_05142	1	1	zf-HIT (1)		
ORTHO_05143	1	1	SIR2 (2)		
ORTHO_05144	1	1			
ORTHO_05145	1	1	WD40 (3)		
ORTHO_05146	1	1	HeLo (2)		
ORTHO_05147	1	1	Cupin_8 (2)		
ORTHO_05148	1	1	Mg_trans_NIPA (2)		
ORTHO_05149	1	1	SCP2 (2); Alkyl_sulf_C (1)		
ORTHO_05150	1	1	Ribosomal_L14 (2)		
ORTHO_05151	1	1	Cellulase (2)	GH5.hmm (2)	
ORTHO_05152	1	1			
ORTHO_05153	1	1	DHquinase_I (2); Shikimate_dh_N (2); Shikimate_DH (2); SKI (2)		
ORTHO_05154	1	1	ATP-synt_DE_N (2)		
ORTHO_05155	1	1	HAD_2 (1)		
ORTHO_05156	1	1	TPR_8 (6); TPR_7 (2); TPR_16 (2); TPR_12 (2); TPR_2 (2); TPR_6 (1)		
ORTHO_05157	1	1	U1snRNP70_N (2); RRM_1 (2)		
ORTHO_05158	1	1	Ribosomal_S5_C (2); Ribosomal_S5 (2)		
ORTHO_05159	1	1	Hist_deacetyl (2)		
ORTHO_05160	1	1	Ecl1 (2)		
ORTHO_05161	1	1	ADH_zinc_N (2); ADH_zinc_N_2 (2); ADH_N (1)		
ORTHO_05162	1	1	zf-RING-like (2); SMC_Nse1 (2)		
ORTHO_05163	1	1	Carb_kinase (2); HK (1)		
ORTHO_05164	1	1	Ran-binding (2)		
ORTHO_05165	1	1	Pribosyltran_N (2); Pribosyl_synth (2); Pribosyltran (1)		
ORTHO_05166	1	1	HVSL (2)		
ORTHO_05167	1	1	HAD_2 (4); Hydrolase (1); Hydrolase_like (1)		
ORTHO_05168	1	1	PTCB-BRCT (4); BRCT (3); RTT107_BRCT_5 (2)		
ORTHO_05169	1	1	NUC153 (2)		
ORTHO_05170	1	1	tRNA-synt_2 (2)		
ORTHO_05171	1	1	Ribosomal_L23 (2); Ribosomal_L23eN (2)		
ORTHO_05172	1	1	FAD_binding_3 (3); SE (1)		
ORTHO_05173	1	1	Brix (2)		
ORTHO_05174	1	1	MFS_1 (2); Sugar_tr (2)		
ORTHO_05175	1	1	PQ-loop (1)		
ORTHO_05176	1	1	Copper-fist (1)		
ORTHO_05177	1	1	Peptidase_M28 (2)		MER015095 (2); MER015091 (2); MER015094 (2)
ORTHO_05178	1	1			
ORTHO_05179	1	1	DUF815 (2); AAA (2); AAA_2 (2); AAA_5 (2)		
ORTHO_05180	1	1	STPPase_N (2); Metallophos (2)		
ORTHO_05181	1	1	HSF_DNA-bind (2)		
ORTHO_05182	1	1	TPR_16 (6); TPR_8 (6); TPR_6 (2); TPR_7 (1)		
ORTHO_05183	1	1	Mg_chelatase (2); MCM_OB (2); MCM_N (2); MCM (2)		
ORTHO_05184	1	1			
ORTHO_05185	1	1			
ORTHO_05186	1	1	Pkinase_Tyr (2); Pkinase (2); Kinase-like (2)		
ORTHO_05187	1	1	Arf (2); Ras (2); MMR_HSR1 (2); Roc (2)		
ORTHO_05188	1	1	EF-hand_7 (2); EF-hand_8 (2)		
ORTHO_05189	1	1	TB2_DP1_HVA22 (2)		
ORTHO_05190	1	1	XPA_C (2)		
ORTHO_05191	1	1	Glyco_hydro_16 (2)	GH16.hmm (2)	
ORTHO_05192	1	1			
ORTHO_05193	1	1	DASH_Duo1 (2)		
ORTHO_05194	1	1	Ribonuc_L-PSP (2)		
ORTHO_05195	1	1	Forkhead (2)		
ORTHO_05196	1	1			
ORTHO_05197	1	1	Pkinase (2); Pkinase_Tyr (2)		
ORTHO_05198	1	1	GDE_C (2); hDGE_amylase (2); hGDE_N (2); hGDE_central (2)	GH133.hmm (2)	
ORTHO_05199	1	1	PKD_channel (2); AAA (1)		
ORTHO_05200	1	1	Pyr_redox (2); Pyr_redox_2 (2)		
ORTHO_05201	1	1	HPP (2)		
ORTHO_05202	1	1	Aminotran_3 (2); Aminotran_1_2 (1)		
ORTHO_05203	1	1			
ORTHO_05204	1	1	Peptidase_S10 (2)		MER006019 (2); MER002512 (2); MER006006 (2); MER001944 (2); MER000414 (2); MER005764 (2); MER000413 (2); MER082502 (2); MER015678 (1); MER005701 (1); MER001760 (1); MER006018 (1)
ORTHO_05205	1	1	ATP-synt (2)		
ORTHO_05206	1	1	U3_snoRNA_assoc (2)		
ORTHO_05207	1	1	Rubis-subs-bind (2); SET (2)		
ORTHO_05208	1	1	Bys1 (2)		
ORTHO_05209	1	1			
ORTHO_05210	1	1	Cmc1 (2)		
ORTHO_05211	1	1	TRM (4)		
ORTHO_05212	1	1	Metallophos (4)		
ORTHO_05213	1	1			
ORTHO_05214	1	1	C2 (4); PS_Dcarbxylase (2)		
ORTHO_05215	1	1	Kelch_5 (2)		
ORTHO_05216	1	1			
ORTHO_05217	1	1	TPR_19 (1)		
ORTHO_05218	1	1	Sld5 (2)		
ORTHO_05219	1	1	Acatn (6)		
ORTHO_05220	1	1	Smr (2); DUF1771 (1)		
ORTHO_05221	1	1	MCM_OB (2); MCM_N (2); MCM (2); Mg_chelatase (2); MCM2_N (2); AAA_5 (2)		
ORTHO_05222	1	1			
ORTHO_05223	1	1	zf-C2H2 (4); zf-met (2); zf-C2H2_4 (1)		
ORTHO_05224	1	1	GDA1_CD39 (2)		
ORTHO_05225	1	1	NAD_binding_10 (2); GDP_Man_Dehyd (2); NAD_binding_4 (2); 3Beta_HSD (2); RmlD_sub_bind (2); Polysacc_synt_2 (2); Epimerase (2)		
ORTHO_05226	1	1	PRK (1)		
ORTHO_05227	1	1	RNA_pol_L (2); RNA_pol_A_bac (2)		
ORTHO_05228	1	1			
ORTHO_05229	1	1	AARP2CN (2); RIBIOP_C (2); AAA (1)		
ORTHO_05230	1	1	FHA (2); NIBRIN_BRCT_II (2)		
ORTHO_05231	1	1	Ferritin_2 (2)		
ORTHO_05232	1	1	DHDPS (2)		
ORTHO_05233	1	1	FolB (2)		
ORTHO_05234	1	1	Bax1-I (2)		
ORTHO_05235	1	1	Peptidase_C12 (2)		MER013494 (2); MER005542 (2); MER012134 (2); MER011474 (2); MER003989 (2); MER015601 (2); MER005539 (2); MER011194 (2); MER000836 (2); MER000840 (1); MER031240 (1)
ORTHO_05236	1	1	Glyco_hydro_47 (2)	GH47.hmm (2)	
ORTHO_05237	1	1	DUF1996 (2); WSC (1)		
ORTHO_05238	1	1	Anoctamin (2)		
ORTHO_05239	1	1	GAS2 (2)		
ORTHO_05240	1	1	Ribosomal_S8 (2)		
ORTHO_05241	1	1	Ank_2 (1); Ank_5 (1)		
ORTHO_05242	1	1	AAA (2); AAA_5 (2); RuvB_N (2); AAA_22 (1)		
ORTHO_05243	1	1	Y_phosphatase (6)		
ORTHO_05244	1	1	MFS_1 (2)		
ORTHO_05245	1	1	UvrD_C (3); UvrD_C_2 (2); UvrD-helicase (2); AAA_19 (2)		
ORTHO_05246	1	1	Dus (4)		
ORTHO_05247	1	1	zf-RING_5 (1); zf-C3HC4 (1)		
ORTHO_05248	1	1	CHCH (2); DUF5353 (1)		
ORTHO_05249	1	1	PNTB (2); AlaDh_PNT_C (2); AlaDh_PNT_N (2); PNTB_4TM (2)		
ORTHO_05250	1	1	Ribosomal_S19e (2)		
ORTHO_05251	1	1	BNR (1); BNR_2 (1)	GH93.hmm (2)	
ORTHO_05252	1	1	DUF1168 (2)		
ORTHO_05253	1	1	TPR_2 (1)		
ORTHO_05254	1	1	Cys_Met_Meta_PP (2)		
ORTHO_05255	1	1			
ORTHO_05256	1	1	HSCB_C (2)		
ORTHO_05257	1	1	APG9 (3); Mito_carr (3)		
ORTHO_05258	1	1	Peptidase_M48_N (2); Peptidase_M48 (2); Ribosomal_L34 (1)		MER002635 (2); MER011469 (2); MER142760 (2); MER011470 (2); MER003824 (2); MER173063 (2); MER120615 (2); MER003772 (2); MER049282 (2); MER002646 (2)
ORTHO_05259	1	1	Thioredoxin (2)		
ORTHO_05260	1	1	MDM31_MDM32 (2)		
ORTHO_05261	1	1	Ank_4 (4); Ank_2 (4); Ank (4); SPX (3); GDPD (2); Ank_3 (1); Ank_5 (1)		
ORTHO_05262	1	1	RINT1_TIP1 (2)		
ORTHO_05263	1	1	CVNH (2)		
ORTHO_05264	1	1	WD40 (13); ANAPC4_WD40 (1)		
ORTHO_05265	1	1	CDC73_C (2)		
ORTHO_05266	1	1	TFCD_C (2)		
ORTHO_05267	1	1	KH_2 (2); Ribosomal_S3_C (2)		
ORTHO_05268	1	1	Formyl_trans_N (2); Kelch_4 (1)		
ORTHO_05269	1	1	MFS_1 (2); TRI12 (1)		
ORTHO_05270	1	1	Fungal_trans_2 (2); Zn_clus (2)		
ORTHO_05271	1	1	Sod_Cu (1)		
ORTHO_05272	1	1	Fungal_trans (2); Zn_clus (1)		
ORTHO_05273	1	1	Ank_2 (3); Ank_5 (2); Ank (2); Ank_4 (2); Ank_3 (2)		
ORTHO_05274	1	1	RRS1 (2)		
ORTHO_05275	1	1	PALP (2)		
ORTHO_05276	1	1			
ORTHO_05277	1	1	Metallophos_2 (2)		
ORTHO_05278	1	1	Sds3 (2)		
ORTHO_05279	1	1	EXS (2); SPX (2)		
ORTHO_05280	1	1	zf-C3HC4_3 (2)		
ORTHO_05281	1	1	WD40 (4); BOP1NT (2)		
ORTHO_05282	1	1			
ORTHO_05283	1	1	NAD_binding_1 (2); FAD_binding_6 (2)		
ORTHO_05284	1	1	zf-RING_2 (2); FYVE (2)		
ORTHO_05285	1	1	Ribosomal_S13 (2)		
ORTHO_05286	1	1	Zip (3)		
ORTHO_05287	1	1	CH (2)		
ORTHO_05288	1	1	RRM_1 (2)		
ORTHO_05289	1	1	Biotin_lipoyl (2); 2-oxoacid_dh (2); E3_binding (2)		
ORTHO_05290	1	1	CorA (2)		
ORTHO_05291	1	1	Telomere_reg-2 (2); COX17 (1)		
ORTHO_05292	1	1	RNase_T (2)		
ORTHO_05293	1	1			
ORTHO_05294	1	1			
ORTHO_05295	1	1	Vps51 (2); Exo84_C (2)		
ORTHO_05296	1	1	LETM1 (1)		
ORTHO_05297	1	1	CTP_transf_1 (2)		
ORTHO_05298	1	1	Aminotran_5 (2)		
ORTHO_05299	1	1	MFS_1 (2); Sugar_tr (1)		
ORTHO_05300	1	1	Fapy_DNA_glyco (2); H2TH (2)		
ORTHO_05301	1	1	Arrestin_C (2); Arrestin_N (2)		
ORTHO_05302	1	1	Vac_ImportDeg (2)		
ORTHO_05303	1	1	MFS_1 (2)		
ORTHO_05304	1	1	Nop16 (2)		
ORTHO_05305	1	1	tRNA-synt_2 (2); tRNA_anti-codon (1)		
ORTHO_05306	1	1	TPT (2)		
ORTHO_05307	1	1	adh_short (2); adh_short_C2 (2); KR (2)		
ORTHO_05308	1	1	UQ_con (2)		
ORTHO_05309	1	1	DUF2990 (2); DUF3455 (2)		
ORTHO_05310	1	1	zf-C2H2 (4); Fungal_trans (1)		
ORTHO_05311	1	1	CDH-cyt (2)		
ORTHO_05312	1	1	Hexapep (2)		
ORTHO_05313	1	1	Fungal_trans_2 (3); Zn_clus (2)		
ORTHO_05314	1	1	Utp12 (2)		
ORTHO_05315	1	1	DUF3605 (2)		
ORTHO_05316	1	1	HEAT_EZ (2)		
ORTHO_05317	1	1			
ORTHO_05318	1	1			
ORTHO_05319	1	1			
ORTHO_05320	1	1	zf-C2H2_jaz (2); zf-met (1)		
ORTHO_05321	1	1	UNC45-central (2)		
ORTHO_05322	1	1	Fungal_trans (2); Zn_clus (1)		
ORTHO_05323	1	1	zf-HIT (2)		
ORTHO_05324	1	1	Vps26 (2)		
ORTHO_05325	1	1	TFIID_30kDa (2)		
ORTHO_05326	1	1	LIM (6); RhoGAP (2)		
ORTHO_05327	1	1	NAD_kinase (2)		
ORTHO_05328	1	1	UQ_con (2)		
ORTHO_05329	1	1	DUF726 (2)		
ORTHO_05330	1	1	EF-hand_5 (2); EF-hand_6 (1)		
ORTHO_05331	1	1	Ribosomal_S10 (2)		
ORTHO_05332	1	1	DUF1295 (2)		
ORTHO_05333	1	1			
ORTHO_05334	1	1	DHO_dh (3)		
ORTHO_05335	1	1	Evr1_Alr (2)		
ORTHO_05336	1	1	Ribosomal_L6e (2)		
ORTHO_05337	1	1	Glyco_transf_20 (2)	GT20.hmm (2)	
ORTHO_05338	1	1	Chromo (2)		
ORTHO_05339	1	1	Meth_synt_2 (2)		
ORTHO_05340	1	1	Mem_trans (2)		
ORTHO_05341	1	1	TRAM_LAG1_CLN8 (2); TRAM1 (2)		
ORTHO_05342	1	1	OPA3 (2)		
ORTHO_05343	1	1	Pyridoxal_deC (2)		
ORTHO_05344	1	1	Phosducin (1)		
ORTHO_05345	1	1	p450 (1)		
ORTHO_05346	1	1			
ORTHO_05347	1	1	DLH (2)		
ORTHO_05348	1	1	Ureidogly_lyase (2)		
ORTHO_05349	1	1	Inositol_P (2)		
ORTHO_05350	1	1			
ORTHO_05351	1	1	Arrestin_C (2)		
ORTHO_05352	1	1	TRAM_LAG1_CLN8 (2); TRAM1 (2)		
ORTHO_05353	1	1			
ORTHO_05354	1	1	Sec7 (2); Sec7_N (2)		
ORTHO_05355	1	1	Ceramidase (2); Prefoldin_2 (1)		
ORTHO_05356	1	1	Chromosome_seg (2)		
ORTHO_05357	1	1	zf-C2H2 (1)		
ORTHO_05358	1	1	Cyclin_N (2)		
ORTHO_05359	1	1	Polysacc_synt_4 (2)		
ORTHO_05360	1	1			
ORTHO_05361	1	1	ACAS_N (2); AMP-binding (2)		
ORTHO_05362	1	1			
ORTHO_05363	1	1	Uds1 (2)		
ORTHO_05364	1	1	TMF_TATA_bd (2); TMF_DNA_bd (2)		
ORTHO_05365	1	1			
ORTHO_05366	1	1	TBCA (2)		
ORTHO_05367	1	1	SRP54 (2); cobW (2); SRP_SPB (2); SRP54_N (2)		
ORTHO_05368	1	1	HMA (2); Sod_Cu (2)		
ORTHO_05369	1	1	CENP-O (2)		
ORTHO_05370	1	1	ZT_dimer (2); Cation_efflux (2)		
ORTHO_05371	1	1	GATase_6 (2); GATase_4 (2)		
ORTHO_05372	1	1			
ORTHO_05373	1	1	ANAPC_CDC26 (2)		
ORTHO_05374	1	1			
ORTHO_05375	1	1	Cir_N (2); CWC25 (2)		
ORTHO_05376	1	1	HECT (2)		
ORTHO_05377	1	1	tRNA_int_endo (2)		
ORTHO_05378	1	1	PBD (2); Pkinase_Tyr (2); Pkinase (2); PH (1); Kinase-like (1)		
ORTHO_05379	1	1	ATP11 (2)		
ORTHO_05380	1	1	Nop52 (3)		
ORTHO_05381	1	1	Thymidylate_kin (2)		
ORTHO_05382	1	1			
ORTHO_05383	1	1	DUF155 (2)		
ORTHO_05384	1	1	Mg_trans_NIPA (2); EamA (1)		
ORTHO_05385	1	1	G_glu_transpept (2)		MER223926 (2); MER005831 (2); MER004228 (2); MER001629 (2); MER006124 (2); MER006132 (2); MER011811 (2); MER001978 (2); MER011800 (2); MER005029 (2)
ORTHO_05386	1	1	Xpo1 (2); CRM1_C (2); IBN_N (1)		
ORTHO_05387	1	1	ATP-synt_D (2)		
ORTHO_05388	1	1	Peptidase_M14 (2); Propep_M14 (2)		MER011307 (2); MER011308 (2); MER011311 (2); MER001191 (2); MER001608 (2); MER001196 (2); MER001190 (2); MER003908 (2); MER013421 (2); MER011260 (1); MER017121 (1)
ORTHO_05389	1	1	Mito_carr (6)		
ORTHO_05390	1	1	SnoaL_4 (2)		
ORTHO_05391	1	1	Abhydrolase_6 (2); Abhydrolase_1 (2); Ndr (2)		
ORTHO_05392	1	1			
ORTHO_05393	1	1			
ORTHO_05394	1	1	Rep_fac_C (2); AAA (2); Rad17 (2); DNA_pol3_delta2 (2); RuvB_N (2)		
ORTHO_05395	1	1			
ORTHO_05396	1	1			
ORTHO_05397	1	1	Ku_PK_bind (2); Ku_N (2); Ku (2)		
ORTHO_05398	1	1	Sec1 (2)		
ORTHO_05399	1	1	DUF3602 (2)		
ORTHO_05400	1	1	Coiled-coil_56 (1)		
ORTHO_05401	1	1	FAD_binding_6 (2); NAD_binding_1 (2); Globin (2); Protoglobin (1)		
ORTHO_05402	1	1	WD40 (4)		
ORTHO_05403	1	1	COPI_assoc (2)		
ORTHO_05404	1	1	WD40 (8)		
ORTHO_05405	1	1	Abi (2)		MER004246 (2); MER004244 (2); MER020258 (2)
ORTHO_05406	1	1	RRM_1 (4)		
ORTHO_05407	1	1	Aldedh (2); LuxC (2)		
ORTHO_05408	1	1	LigB (2)		
ORTHO_05409	1	1	WSC (2)		
ORTHO_05410	1	1	Ala_racemase_N (2)		
ORTHO_05411	1	1	Complex1_LYR (2)		
ORTHO_05412	1	1			
ORTHO_05413	1	1	Ysc84 (2)		
ORTHO_05414	1	1			
ORTHO_05415	1	1	Complex1_30kDa (2)		
ORTHO_05416	1	1			
ORTHO_05417	1	1	BTB (1)		
ORTHO_05418	1	1	HEAT_PBS (7); HEAT_2 (4)		
ORTHO_05419	1	1	Pro_isomerase (2)		
ORTHO_05420	1	1	Mso1_Sec1_bdg (2)		
ORTHO_05421	1	1	Coq4 (2)		
ORTHO_05422	1	1	dCMP_cyt_deam_1 (2); dCMP_cyt_deam_2 (1)		
ORTHO_05423	1	1	MFS_1 (2); Sugar_tr (1)		
ORTHO_05424	1	1	AAA (2)		
ORTHO_05425	1	1	Methyltransf_16 (2)		
ORTHO_05426	1	1	Lipase_GDSL_2 (2); Lipase_GDSL (2)	CE3.hmm (2)	
ORTHO_05427	1	1	EF-hand_4 (2)		
ORTHO_05428	1	1	HSP70 (2)		
ORTHO_05429	1	1			
ORTHO_05430	1	1	SPC12 (2)		
ORTHO_05431	1	1			
ORTHO_05432	1	1	Rhodanese (2)		
ORTHO_05433	1	1	PLA2_B (2)		
ORTHO_05434	1	1	DNA_pol_A_exo1 (2)		
ORTHO_05435	1	1			
ORTHO_05436	1	1	PQ-loop (4)		
ORTHO_05437	1	1	Cyclin_C (2); Cyclin_N (2)		
ORTHO_05438	1	1	MFS_1 (2); Sugar_tr (1)		
ORTHO_05439	1	1	LRR_6 (1)		
ORTHO_05440	1	1	TUG-UBL1 (2); UBX (1)		
ORTHO_05441	1	1	V-SNARE_C (2)		
ORTHO_05442	1	1	ERCC4 (2)		
ORTHO_05443	1	1	Ank (3); Ank_2 (2); Ank_3 (1); Ank_4 (1)		
ORTHO_05444	1	1	Band_7 (2)		
ORTHO_05445	1	1	FAD_binding_4 (2)	AA7.hmm (2)	
ORTHO_05446	1	1	AA_permease (2); AA_permease_2 (2)		
ORTHO_05447	1	1	RAC_head (2); DnaJ (2)		
ORTHO_05448	1	1	RasGAP (2); RasGAP_C (2)		
ORTHO_05449	1	1	Pkinase_Tyr (3); Kinase-like (2); Pkinase (2)		
ORTHO_05450	1	1	BCAS2 (2)		
ORTHO_05451	1	1	SH3_9 (2); SH3_2 (2); SH3_1 (2)		
ORTHO_05452	1	1	ABC_membrane_2 (2); ABC_tran (2)		
ORTHO_05453	1	1	Fumble (2)		
ORTHO_05454	1	1	Ytp1 (2); DUF2427 (2)		
ORTHO_05455	1	1			
ORTHO_05456	1	1	FAD_binding_3 (2); NAD_binding_8 (2); FAD_binding_2 (2)		
ORTHO_05457	1	1	Sulfatase (2)		
ORTHO_05458	1	1	HET (2)		
ORTHO_05459	1	1	Cpn60_TCP1 (2)		
ORTHO_05460	1	1	DSBA (2)		
ORTHO_05461	1	1	Mito_carr (6)		
ORTHO_05462	1	1	Tma16 (2)		
ORTHO_05463	1	1	SMN (1)		
ORTHO_05464	1	1	WD40 (13); Utp12 (2)		
ORTHO_05465	1	1	PigN (3); Sulfatase (2); Phosphodiest (2)		
ORTHO_05466	1	1	MFS_1 (2)		
ORTHO_05467	1	1	Ribosomal_L13 (2)		
ORTHO_05468	1	1	ORMDL (2)		
ORTHO_05469	1	1	ALO (2); FAD_binding_4 (2)	AA7.hmm (2)	
ORTHO_05470	1	1	Med12 (2)		
ORTHO_05471	1	1	DHO_dh (2)		
ORTHO_05472	1	1			
ORTHO_05473	1	1	MIT (2)		
ORTHO_05474	1	1	G6PD_N (2); G6PD_C (2)		
ORTHO_05475	1	1	ADK (2); ADK_lid (2); AAA_17 (2)		
ORTHO_05476	1	1	CHD5 (1)		
ORTHO_05477	1	1	MFS_1 (2); TRI12 (1)		
ORTHO_05478	1	1	Septin (2); MMR_HSR1 (1)		
ORTHO_05479	1	1	Haspin_kinase (3)		
ORTHO_05480	1	1	Helicase_C (2); HDA2-3 (2); SNF2_N (2); zf-PHD-like (2)		
ORTHO_05481	1	1	Carn_acyltransf (2)		
ORTHO_05482	1	1	MFS_1 (2)		
ORTHO_05483	1	1	TruB_N (2); TruB_C_2 (2)		
ORTHO_05484	1	1	Acetyltransf_2 (2)		
ORTHO_05485	1	1	Grg1 (2)		
ORTHO_05486	1	1	Peptidase_C12 (2)		MER013494 (2); MER005542 (2); MER012134 (2); MER011474 (2); MER003989 (2); MER015601 (2); MER005539 (2); MER011194 (2); MER000836 (2); MER000840 (1); MER014613 (1)
ORTHO_05487	1	1	SUA5 (2); Sua5_yciO_yrdC (2)		
ORTHO_05488	1	1	Cnd3 (2)		
ORTHO_05489	1	1	CBS (8); PB1 (2); Ribosomal_S2 (1)		
ORTHO_05490	1	1			
ORTHO_05491	1	1	Serinc (2)		
ORTHO_05492	1	1	Csm1 (2)		
ORTHO_05493	1	1	HAD_2 (1); Hydrolase (1); Hydrolase_like (1)		
ORTHO_05494	1	1	Ribosomal_L16 (2)		
ORTHO_05495	1	1	GCIP (2)		
ORTHO_05496	1	1	GHMP_kinases_N (2)		
ORTHO_05497	1	1	Kinesin (2); Microtub_bd (2)		
ORTHO_05498	1	1	THOC7 (2)		
ORTHO_05499	1	1	PP2C (2)		
ORTHO_05500	1	1	Ins_P5_2-kin (2)		
ORTHO_05501	1	1			
ORTHO_05502	1	1			
ORTHO_05503	1	1	ABC_tran (2); ABC_membrane (2)		
ORTHO_05504	1	1	PAP2 (2)		
ORTHO_05505	1	1	DUF1996 (2)		
ORTHO_05506	1	1	eIF-1a (2)		
ORTHO_05507	1	1	PUA (2); DKCLD (2); TruB_N (2); TruB_C_2 (2)		
ORTHO_05508	1	1	Vps5 (2); PX (2)		
ORTHO_05509	1	1	ChaC (2)		
ORTHO_05510	1	1	EF-hand_8 (5); EF-hand_5 (5); EF-hand_1 (4); EF-hand_6 (4); EF-hand_7 (2)		
ORTHO_05511	1	1			
ORTHO_05512	1	1	UPF0113 (2)		
ORTHO_05513	1	1			
ORTHO_05514	1	1	C1_1 (4); HR1 (4); Pkinase_C (2); Pkinase (2); Pkinase_Tyr (2); C2 (1)		
ORTHO_05515	1	1	Adaptin_N (2); Alpha_adaptin_C (2); Alpha_adaptinC2 (2)		
ORTHO_05516	1	1	HORMA (2)		
ORTHO_05517	1	1	ATP-synt_ab (2); ATP-synt_ab_N (2)		
ORTHO_05518	1	1	BPL_N (2); BPL_LplA_LipB (2)		
ORTHO_05519	1	1			
ORTHO_05520	1	1	Cir_N (1)		
ORTHO_05521	1	1	WD40 (12); Utp13 (2)		
ORTHO_05522	1	1	RNase_T (2)		
ORTHO_05523	1	1	Hap4_Hap_bind (2)		
ORTHO_05524	1	1	WD40 (8)		
ORTHO_05525	1	1	Metallophos (2)		
ORTHO_05526	1	1			
ORTHO_05527	1	1	Misat_Tub_SegII (2); Tubulin_3 (2)		
ORTHO_05528	1	1	Pkinase (4); Ribonuc_2-5A (2); Pkinase_Tyr (2); Kdo (1)		
ORTHO_05529	1	1	JmjC (2); zf-4CXXC_R1 (2)		
ORTHO_05530	1	1	DUF1772 (2)		
ORTHO_05531	1	1	Pribosyltran (2)		
ORTHO_05532	1	1	MFS_1 (2); TRI12 (1)		
ORTHO_05533	1	1	DUF3807 (2)		
ORTHO_05534	1	1	C1_4 (2); Ssl1 (2); VWA_2 (2)		
ORTHO_05535	1	1	EAF (2)		
ORTHO_05536	1	1	Chitin_synth_2 (2); Glyco_tranf_2_3 (2); Glyco_trans_2_3 (2)	GT21.hmm (1); GT2.hmm (1)	
ORTHO_05537	1	1			
ORTHO_05538	1	1	Ribosomal_L11 (2); Ribosomal_L11_N (2)		
ORTHO_05539	1	1	CRIM (2); SIN1_PH (2)		
ORTHO_05540	1	1	Arf (2); MMR_HSR1 (2); Ras (2); Gtr1_RagA (2); Roc (2)		
ORTHO_05541	1	1	DUF1776 (2)		
ORTHO_05542	1	1	Pkinase (4)		
ORTHO_05543	1	1	Mito_carr (6)		
ORTHO_05544	1	1	Rit1_C (2); Zn_clus (2); Init_tRNA_PT (1); Fungal_trans_2 (1)		
ORTHO_05545	1	1	zf-HC5HC2H (2); JmjC (2); JmjN (2); zf-HC5HC2H_2 (2)		
ORTHO_05546	1	1	Pyr_redox_2 (1)		
ORTHO_05547	1	1	NAD_binding_10 (2)		
ORTHO_05548	1	1	Tim17 (2)		
ORTHO_05549	1	1	Nrap (2); Nrap_D4 (2); Nrap_D2 (2); Nrap_D5 (2); Nrap_D3 (2); Nrap_D6 (2)		
ORTHO_05550	1	1	RhoGEF (2)		
ORTHO_05551	1	1	tRNA_m1G_MT (2)		
ORTHO_05552	1	1	Nexin_C (2); PX (2); RGS (2); PXA (2)		
ORTHO_05553	1	1	SYF2 (2)		
ORTHO_05554	1	1	Arm (1)		
ORTHO_05555	1	1			
ORTHO_05556	1	1	XPG_I (2); XPG_N (2)		
ORTHO_05557	1	1	Sulf_transp (2)		
ORTHO_05558	1	1	adh_short (2); adh_short_C2 (2); KR (2)		
